,odpts
0,POINT (-86.63211431978038 39.32693081857514)
0,POINT (-86.68156526597708 39.16893186753544)
1,POINT (-86.44427384979241 39.10566242555658)
0,POINT (-86.54684247632925 39.2450369458561)
1,POINT (-86.43578986221115 39.217921479088616)
0,POINT (-86.66296448859272 39.234659570782284)
0,POINT (-86.59039414913245 39.17803042913558)
0,POINT (-86.5711292124176 39.071943011722354)
0,POINT (-86.53569193321268 39.0845970114188)
0,POINT (-86.59207233690651 39.10745302749417)
0,POINT (-86.51415244471404 39.15016304961898)
0,POINT (-86.48539579051975 39.23984933789055)
0,POINT (-86.40490192215651 39.2355086228255)
1,POINT (-86.48111458671114 39.203833962017676)
0,POINT (-86.51053225182555 39.22683661971324)
1,POINT (-86.54133475365602 39.06340330436849)
0,POINT (-86.50545763677768 39.12527587146515)
1,POINT (-86.53057957088822 39.23026144998183)
0,POINT (-86.45726134313249 39.2166204909337)
0,POINT (-86.57200025230163 39.11002378021097)
1,POINT (-86.43965810878508 39.227616544797876)
0,POINT (-86.3725174587545 39.226360340207926)
0,POINT (-86.64585207570943 39.12678478889055)
1,POINT (-86.57203051074647 39.22171274575955)
0,POINT (-86.38028017269544 39.14786444988148)
0,POINT (-86.5835942910094 39.09466896508391)
0,POINT (-86.40670607093192 38.998064662293764)
0,POINT (-86.61109871128275 39.29064816678613)
1,POINT (-86.61981613150108 39.03136874127416)
0,POINT (-86.43074204710545 39.27495164845816)
1,POINT (-86.57596190629843 39.12388020226055)
0,POINT (-86.57444079597911 39.29043895886011)
0,POINT (-86.63889210518467 39.099288597747474)
1,POINT (-86.41569248299368 39.23610943460285)
0,POINT (-86.59567944587097 39.2628898846614)
0,POINT (-86.46238646298868 39.256709972966895)
1,POINT (-86.65806720757087 39.219332037449426)
0,POINT (-86.6823107582825 39.204741408306546)
1,POINT (-86.47656157745102 39.290812097561975)
0,POINT (-86.51045226656385 39.33082039102087)
1,POINT (-86.50069096014319 39.08362584999239)
0,POINT (-86.4773085609975 39.001638435099196)
1,POINT (-86.48533273711554 39.15415154568774)
0,POINT (-86.48081686989072 39.17404165420349)
1,POINT (-86.64952195084682 39.27113014525156)
0,POINT (-86.63343505682573 39.110670031834466)
1,POINT (-86.4644903057046 39.056519280288654)
0,POINT (-86.58699240496325 39.00068938197715)
1,POINT (-86.50305119508143 39.30627590082774)
0,POINT (-86.41281103750232 39.30693094070377)
0,POINT (-86.40527946355904 39.29595914539037)
0,POINT (-86.37678078540722 39.140067874026634)
0,POINT (-86.3760557793661 39.21169039175204)
1,POINT (-86.57494728353409 39.105208791315356)
0,POINT (-86.513205237177 38.99839395627373)
1,POINT (-86.52095909945719 39.32241200528611)
0,POINT (-86.47040363090275 39.020933506768365)
1,POINT (-86.49241605994168 39.082652401412105)
0,POINT (-86.43809266513591 39.1936845907237)
1,POINT (-86.61578265022018 39.25778729649718)
0,POINT (-86.53600084387857 39.00769508623678)
1,POINT (-86.41002389709963 39.06563065330852)
0,POINT (-86.60188226277342 38.99912367249896)
0,POINT (-86.56563000742956 39.28944217721086)
1,POINT (-86.42646237932797 39.07344118494567)
0,POINT (-86.65163298158333 39.2943403244146)
0,POINT (-86.63144409501047 39.322403886085446)
0,POINT (-86.39922101826764 39.082013405068544)
1,POINT (-86.47168606823226 39.13014386467341)
0,POINT (-86.78098446763585 39.87278173057346)
1,POINT (-86.71816503393424 40.13320660732767)
0,POINT (-86.88273787097987 40.01068474172245)
0,POINT (-86.72590456714575 40.06459033568901)
1,POINT (-86.89613729930919 40.12025401298028)
2,POINT (-86.90013481048203 39.91639795340122)
0,POINT (-86.9056447064097 40.14495794508496)
1,POINT (-86.87708377706382 39.99716829407241)
2,POINT (-86.92028573316517 40.085128918986975)
0,POINT (-86.76948774202087 39.977045490259016)
1,POINT (-86.72451776980476 40.05181384712061)
0,POINT (-86.72383706242351 40.16736117346313)
1,POINT (-86.7569643913917 40.056933589299966)
2,POINT (-87.07494426645087 40.12258497798077)
0,POINT (-86.76290259524748 40.1277713596954)
0,POINT (-86.82724394239953 39.87651974779231)
1,POINT (-86.8279684024874 40.17457797489599)
2,POINT (-86.81327621411897 39.8976650402527)
0,POINT (-86.86166365592926 40.06086010187748)
0,POINT (-86.91264589326583 40.154123790228134)
1,POINT (-86.99059319612508 39.95798556099382)
2,POINT (-86.80903064434473 39.98522870082972)
0,POINT (-86.73881084265878 40.00001809877813)
1,POINT (-86.84513416367828 39.92411680907328)
0,POINT (-86.99906332069308 40.05687263296954)
1,POINT (-86.72987902925428 39.97980039057018)
2,POINT (-87.05083315847395 39.97188642480454)
0,POINT (-87.03474105097705 40.024690246137006)
1,POINT (-86.90289264979653 40.07270470651394)
0,POINT (-86.74272469853432 39.971753883499595)
1,POINT (-87.03471438334012 40.02176845658474)
0,POINT (-86.91381003444067 40.12973684662967)
0,POINT (-86.75199706120587 40.18909602834952)
1,POINT (-86.9517130207072 40.10364329157586)
2,POINT (-86.98090250653915 40.21218088472287)
0,POINT (-86.82949915330035 39.87587110427821)
1,POINT (-86.95778510822657 40.11539979841858)
2,POINT (-87.08972231157784 39.875661522036715)
0,POINT (-87.04104569624003 40.20061105267707)
1,POINT (-87.00094440190492 40.059933559936226)
2,POINT (-86.79838893770992 40.02898435581967)
0,POINT (-87.02321107029552 40.19525531438993)
1,POINT (-86.7638334285724 39.963718314729)
0,POINT (-86.56453989432906 39.37543945595202)
1,POINT (-86.55913102521677 39.51324390432979)
0,POINT (-86.52284759138924 39.56577345224082)
1,POINT (-86.4798883787838 39.51366489571713)
0,POINT (-86.3375880825711 39.39331386860607)
0,POINT (-86.40304081537136 39.44829220833809)
0,POINT (-86.63014942567666 39.35774192027243)
0,POINT (-86.39673747830443 39.53978706530188)
0,POINT (-86.66186374643267 39.490664752701996)
1,POINT (-86.47223327574427 39.590790920926594)
0,POINT (-86.47119598351124 39.42840111815902)
0,POINT (-86.49331321308503 39.57055594999755)
1,POINT (-86.57778761604789 39.50754814263455)
0,POINT (-86.58559747169342 39.3783553386417)
0,POINT (-86.48609190206118 39.41521111812106)
1,POINT (-86.59716215106953 39.468756083760496)
0,POINT (-86.35568465546761 39.62928769486894)
1,POINT (-86.4106081078772 39.53095723352404)
0,POINT (-86.68359201125686 39.495025037354395)
1,POINT (-86.28944363206736 39.60700940198911)
0,POINT (-86.46738461081286 39.51904260059815)
1,POINT (-86.41784569154566 39.50795809415967)
0,POINT (-86.2904895546431 39.42814571675178)
1,POINT (-86.41111082212083 39.60144937630935)
0,POINT (-86.3082365277811 39.59361067152069)
0,POINT (-86.34796653078075 39.39877286207332)
0,POINT (-86.36859197610757 39.39876963520677)
0,POINT (-86.28979538667211 39.456097169572985)
0,POINT (-86.40616946908312 39.48935898164168)
0,POINT (-86.3644576084607 39.42466998090295)
1,POINT (-86.65078564567962 39.501600360201486)
0,POINT (-86.34795254165581 39.362630012785445)
1,POINT (-86.39416932838192 39.39333111762744)
0,POINT (-86.53859958610899 39.52824694591071)
1,POINT (-86.3094390595879 39.501034431140965)
0,POINT (-86.44279560921237 39.40265230500129)
0,POINT (-86.26721892210428 39.56231110083798)
0,POINT (-86.46322623555704 39.40993551057418)
1,POINT (-86.51661014666587 39.55289209446893)
0,POINT (-86.4355106198744 39.505512598584815)
1,POINT (-86.34606820289122 39.48598873042351)
0,POINT (-86.52912386393513 39.42877047245894)
1,POINT (-86.56924214985008 39.54990694720407)
0,POINT (-86.43559521616008 39.574347488536105)
0,POINT (-86.45364530503686 39.38728410837054)
0,POINT (-86.2900040909881 39.388845873982454)
0,POINT (-86.60812912090427 39.414115806329775)
1,POINT (-86.60189672900847 39.456566375693434)
0,POINT (-86.4034068245302 39.56039107650646)
0,POINT (-86.56597353827686 39.4203894111465)
0,POINT (-86.58165484452525 39.35030939197546)
0,POINT (-87.45151158090249 40.97488030074648)
0,POINT (-87.31565714182722 41.082605103688)
0,POINT (-87.34022371315679 41.00789074952738)
0,POINT (-87.40141357305605 40.9393948422761)
0,POINT (-87.41055611763153 40.77107072663517)
0,POINT (-87.42588448766308 41.06473335179019)
0,POINT (-87.42329486018401 40.896876660923375)
0,POINT (-87.40762801167281 41.14697815367981)
0,POINT (-85.54939149063017 41.45870770278178)
0,POINT (-85.54798485202481 41.3411904830285)
0,POINT (-86.67560889717875 38.67065470363888)
0,POINT (-86.63424962020731 38.507844542176706)
0,POINT (-87.00164926889863 39.29225689727755)
0,POINT (-86.83500340089485 39.41096570943087)
0,POINT (-86.7219440200073 39.346839670325586)
0,POINT (-86.68202188840934 39.387393893500416)
0,POINT (-87.02735994446856 39.290261999097524)
0,POINT (-86.79078210987022 39.382880379103675)
0,POINT (-86.73613106648357 39.21183068521549)
0,POINT (-86.99959764190446 39.2267860548554)
0,POINT (-86.51020707715244 38.10545365655211)
1,POINT (-86.64839410374067 37.883714701740196)
0,POINT (-86.61270664154696 38.180582269194005)
1,POINT (-86.78867144039685 38.13636837691495)
0,POINT (-86.56622188273568 37.934562524061754)
0,POINT (-86.67685022280432 38.15069509809082)
1,POINT (-86.54175487749173 38.03779624480815)
2,POINT (-86.53177147066948 38.082217842318485)
0,POINT (-86.70715325867366 38.14513100327582)
1,POINT (-86.64458626940942 38.047404972083115)
2,POINT (-86.65455711118926 37.875445932251516)
0,POINT (-86.75689162827109 38.08886238053108)
1,POINT (-86.56648123427662 38.1109156563591)
0,POINT (-86.61766201943966 37.98702895847711)
1,POINT (-86.7487323556615 37.97680695907005)
0,POINT (-87.21219552160832 41.74701912772556)
0,POINT (-87.06814249375195 41.54368962848454)
1,POINT (-86.95664349522004 41.34759231345486)
0,POINT (-87.02889028981423 41.68508394483517)
0,POINT (-87.05354798149955 41.40109106446283)
0,POINT (-86.94585348502376 41.60483675017679)
0,POINT (-87.12816391852606 41.46771686368868)
0,POINT (-87.2182991963387 41.589417648107215)
1,POINT (-87.04304904769677 41.49934125010363)
0,POINT (-87.0940388325533 41.657986154790684)
1,POINT (-87.12145333752218 41.338451139047685)
0,POINT (-87.12887036385574 41.62176147922794)
0,POINT (-86.93904943766968 41.665333653220515)
1,POINT (-86.93413699469883 41.25229280271922)
0,POINT (-87.10812480494378 41.70548569488092)
1,POINT (-87.21532060501804 41.70120838603284)
0,POINT (-87.14413965962463 41.42698863532019)
1,POINT (-87.2191854040084 41.46325755689894)
0,POINT (-86.95530280489902 41.74085206285222)
0,POINT (-87.03679257724906 41.740297998288305)
1,POINT (-86.96985698742934 41.429612330864664)
0,POINT (-86.94763895240196 41.578483778322315)
1,POINT (-87.0019533164867 41.58486940420655)
0,POINT (-87.1075367854415 41.43487345125446)
0,POINT (-86.96405423796375 41.42567756032247)
1,POINT (-87.1149964106201 41.700670940432374)
0,POINT (-87.04767571772044 41.30234684337508)
0,POINT (-87.0852111004453 41.52840649468036)
0,POINT (-87.14481552543758 41.29228633494242)
1,POINT (-86.99403080355398 41.75415579477159)
0,POINT (-87.15672536871804 41.63949449856528)
0,POINT (-87.14005476993823 41.64051041399326)
1,POINT (-87.05212282396812 41.71204694770188)
0,POINT (-87.20270166999735 41.351314326151375)
0,POINT (-87.04602126486127 41.50309947757138)
1,POINT (-86.98651570156287 41.4740556473004)
0,POINT (-87.14939762091724 41.512299905506865)
1,POINT (-87.17647803064384 41.46445366145973)
0,POINT (-87.18935988046996 41.473728944695615)
1,POINT (-87.03529594783728 41.269670101438585)
0,POINT (-87.00373482423724 41.68441375968478)
1,POINT (-86.93520679782574 41.62143405611925)
0,POINT (-86.9862968555026 41.30958376538801)
1,POINT (-86.97358579587788 41.738453637466506)
0,POINT (-87.05493822440127 41.75578105062451)
1,POINT (-86.98777565374446 41.2501191394888)
0,POINT (-87.13408281677187 41.337366336334256)
1,POINT (-87.09771965186714 41.313813335385)
0,POINT (-86.99890172961143 41.73689875071581)
0,POINT (-87.02515352313702 41.38144485447392)
1,POINT (-86.94979713091334 41.73443875965546)
0,POINT (-87.07601616619945 41.588620588314)
1,POINT (-87.17256051959943 41.28771615830792)
0,POINT (-86.96582997711384 41.742028362561264)
0,POINT (-87.11848516495584 41.43330539184921)
1,POINT (-87.05567789631381 41.758150468810584)
0,POINT (-87.0930501182679 41.67129260480158)
1,POINT (-87.13054657997262 41.48801058550358)
0,POINT (-87.06075434011564 41.63288683390952)
0,POINT (-86.94354122094943 41.398466092053766)
1,POINT (-87.21407276055994 41.45412417771491)
0,POINT (-86.93081595017644 41.282143142853336)
1,POINT (-87.18355649850172 41.44999783576951)
0,POINT (-87.05063429577855 41.3852376295835)
0,POINT (-87.16719105349922 41.6060586968796)
0,POINT (-86.95689430699102 41.4372910694114)
1,POINT (-87.0674913916675 41.702071501474094)
0,POINT (-87.07447516803093 41.590053861061676)
1,POINT (-87.10012025754753 41.33284269829366)
0,POINT (-86.9993194606524 41.40729617823142)
0,POINT (-87.20147417840394 41.47627832377535)
0,POINT (-87.15377164637404 41.291267465227165)
0,POINT (-87.147500765326 41.443750504146834)
0,POINT (-87.17025568222883 41.37034710500348)
0,POINT (-87.1680632961382 41.53990744044656)
0,POINT (-86.94401770416769 41.75082655117212)
1,POINT (-87.08757447640089 41.38225361184885)
0,POINT (-87.10670802111652 41.49313409687378)
1,POINT (-87.19322802804847 41.27789189328206)
0,POINT (-87.00464382162755 41.536244304777824)
0,POINT (-86.96433654449604 41.68219332173107)
1,POINT (-87.06445165932195 41.46391056608604)
0,POINT (-86.95296442002022 41.63041930726253)
1,POINT (-87.1991896009847 41.409247381458165)
0,POINT (-86.9698533784805 41.321104395863195)
1,POINT (-87.16612198083902 41.423088885563665)
0,POINT (-87.11072520670042 41.33598068877186)
1,POINT (-87.19331027112793 41.417290689627166)
0,POINT (-87.069461993657 41.73190376665762)
1,POINT (-87.00051482613371 41.662902160730965)
0,POINT (-86.96752436535975 41.59175717635673)
0,POINT (-87.01843643255593 41.54037156923902)
1,POINT (-87.21213316053759 41.57463501723686)
0,POINT (-87.0764752352175 41.60034710768432)
1,POINT (-87.02209151909406 41.37577931123433)
0,POINT (-86.98095835458311 41.487006778285355)
0,POINT (-87.00713842202921 41.557735999579776)
1,POINT (-86.93238391654629 41.48473972068672)
0,POINT (-87.05068004110448 41.46676679748948)
1,POINT (-87.12587557992003 41.57840101469417)
0,POINT (-87.75124325732332 38.14366552461242)
1,POINT (-87.71586587264967 38.060279299941726)
0,POINT (-87.76699132796696 38.012551855985414)
1,POINT (-87.68924990708537 38.136229259706276)
2,POINT (-87.74314120133114 37.98636044928338)
0,POINT (-86.62943628385533 41.08467357788317)
0,POINT (-86.61997492217833 41.14156157112789)
0,POINT (-86.59772614406931 41.091860662957615)
0,POINT (-86.76517735309105 39.683576214581635)
1,POINT (-86.95235964099187 39.64967110350206)
0,POINT (-86.70430545029141 39.714072391837725)
1,POINT (-86.88129039186671 39.6354198591224)
0,POINT (-86.92311793603916 39.57744043134674)
1,POINT (-86.85296355967898 39.540142765545205)
0,POINT (-86.98112928569708 39.517403041584245)
0,POINT (-86.73791582132418 39.830772723778715)
0,POINT (-86.8906747495379 39.55038815098881)
0,POINT (-86.97714615683279 39.67599936765419)
0,POINT (-86.97941932265039 39.757986550486216)
0,POINT (-86.82130425275018 39.60621705543513)
1,POINT (-86.78918509898783 39.593806611268235)
0,POINT (-86.95420180073867 39.63797930957387)
0,POINT (-86.72919138507328 39.557457201602425)
1,POINT (-86.93533127611151 39.737920399141665)
0,POINT (-86.89553048840115 39.547294060897904)
1,POINT (-86.9730630912037 39.77200094925061)
0,POINT (-86.8026533820982 39.83835034908074)
1,POINT (-86.83007781212069 39.543476673235745)
0,POINT (-86.93174608570757 39.69779345663532)
0,POINT (-86.96556640514315 39.86360135315763)
0,POINT (-86.90198497310654 39.694769087208435)
1,POINT (-86.89265775257923 39.48207648884114)
0,POINT (-86.95285024822455 39.72047986945033)
1,POINT (-86.94961162625852 39.78596034702947)
0,POINT (-86.90406998187406 39.49825728009481)
1,POINT (-86.98020030245185 39.605396881953894)
0,POINT (-86.88769312769911 39.6203024021203)
1,POINT (-86.81994585834019 39.65840341807381)
0,POINT (-85.20705782619154 40.1689349748359)
1,POINT (-84.98313800602143 40.013686063860106)
2,POINT (-85.06649756877192 40.213159387567394)
0,POINT (-84.94949084408314 40.28826174897405)
0,POINT (-84.91266270847419 40.10160463850502)
0,POINT (-84.96038575999897 40.03863845720181)
0,POINT (-84.91035134376641 40.22988467425859)
0,POINT (-84.90774497339352 40.171746864096896)
1,POINT (-85.18649309811242 40.02333526164592)
2,POINT (-85.01426216184925 40.0881936956061)
0,POINT (-84.91763087512147 40.06096178127051)
0,POINT (-85.07446072703426 40.257153531347576)
0,POINT (-85.08158296965378 40.29152763036556)
0,POINT (-84.95360505298639 40.019728646268184)
0,POINT (-84.85319193886114 40.21825043160276)
0,POINT (-85.0477297263272 40.25073596469593)
1,POINT (-84.8471175854711 40.1600806159156)
0,POINT (-84.92880320758377 40.02048328868896)
1,POINT (-84.85461821375056 40.122080514188276)
0,POINT (-85.15106128234862 40.031636792431804)
1,POINT (-85.07374086970569 40.06814220091437)
2,POINT (-85.02689581229203 40.06991836194544)
0,POINT (-84.82394222636873 40.20670115315525)
1,POINT (-85.00802847081574 40.139722152318264)
0,POINT (-84.88249392222536 40.25275590167499)
1,POINT (-85.0973888694728 40.0336135336418)
0,POINT (-84.96005029405605 40.07374061240992)
1,POINT (-84.85097551099659 40.29062766627257)
0,POINT (-85.14595548584232 40.30164133523055)
1,POINT (-84.86497450433643 40.236069731006076)
0,POINT (-84.89584582007276 40.04895443753643)
1,POINT (-84.99264838652003 40.29990543468961)
0,POINT (-85.13221047599876 40.222784956111184)
1,POINT (-84.99963667790443 40.124815349444766)
2,POINT (-84.87914540856595 40.29051005837128)
0,POINT (-84.97196877701373 40.17062732853804)
1,POINT (-85.14219515091298 40.07270828804513)
2,POINT (-85.00272135925441 40.04255900121827)
0,POINT (-85.01366531228668 40.07680676454803)
1,POINT (-84.93717054382735 40.278910159375954)
0,POINT (-84.81080841673915 40.12907557284112)
1,POINT (-85.0483884574089 40.140942149167444)
0,POINT (-85.04929879152604 40.03291035195547)
1,POINT (-85.14876851676749 40.0406778911216)
0,POINT (-85.00054387122199 40.17036206714992)
1,POINT (-84.89150548033736 40.08777139018841)
2,POINT (-84.83112345220741 40.218224903749466)
0,POINT (-85.12266301863252 40.29006501764603)
0,POINT (-85.03786134987799 40.152910662852555)
1,POINT (-85.02563018204962 40.084568575175204)
2,POINT (-84.97882506435107 40.21787043647409)
0,POINT (-84.87634560390364 40.06570419856472)
0,POINT (-85.10397046827265 40.14390108690164)
1,POINT (-85.16875239654838 40.0668609661115)
0,POINT (-84.96411858923756 40.212553246277956)
1,POINT (-85.08195447509247 40.17117331471863)
2,POINT (-85.17727006626963 40.19800459321352)
0,POINT (-85.39543719168404 39.04206224714564)
0,POINT (-85.36602688030521 38.989124684626155)
1,POINT (-85.20931121114897 39.0885807465695)
0,POINT (-85.32659357638526 39.119784871697526)
0,POINT (-85.44340883412448 39.54127248032852)
0,POINT (-85.56328071838753 39.685540988882664)
1,POINT (-85.60864084653603 39.66680934174321)
0,POINT (-85.39952884020524 39.55400642215941)
0,POINT (-85.31433357489375 39.561404488114505)
0,POINT (-85.57131080345191 39.75624321181096)
1,POINT (-85.33564398323276 39.75422397836265)
0,POINT (-85.32901656418869 39.63128965642649)
1,POINT (-85.41890983697989 39.489247083945045)
0,POINT (-86.07985668403468 41.584704651421376)
1,POINT (-86.48184259699569 41.650246133419934)
2,POINT (-86.34407996725345 41.63193338866654)
3,POINT (-86.41571112352354 41.627510708459695)
0,POINT (-86.22460446305615 41.50949655326933)
0,POINT (-86.41490737624869 41.7325754910454)
1,POINT (-86.25603590083898 41.68934972473104)
2,POINT (-86.28191570187585 41.71903950952103)
0,POINT (-86.4812290958615 41.615810672704995)
0,POINT (-86.46087371319793 41.70961905499949)
0,POINT (-86.52424925344285 41.51845848400394)
0,POINT (-86.43424938270715 41.482126218764165)
1,POINT (-86.23980635250278 41.53354514207361)
2,POINT (-86.16069109702501 41.71581026854467)
0,POINT (-86.21227792812053 41.65688689486698)
1,POINT (-86.46482361025826 41.58479089833771)
2,POINT (-86.49296208915125 41.53006264275463)
3,POINT (-86.25888100331956 41.5723993704235)
0,POINT (-86.42114257968596 41.55816789074726)
1,POINT (-86.43298883649615 41.726978262857585)
2,POINT (-86.14400791541212 41.60803124897502)
0,POINT (-86.06400669645943 41.66635703016535)
0,POINT (-86.13912110463004 41.74229369531775)
0,POINT (-86.24890030409246 41.529243869583226)
0,POINT (-86.43980792798371 41.72216547832592)
1,POINT (-86.42536648150907 41.63055126169761)
0,POINT (-86.2173452830161 41.69168670086339)
1,POINT (-86.29394113263078 41.633780153113996)
2,POINT (-86.37024847702078 41.73221568849578)
3,POINT (-86.23142935386991 41.57336743025452)
0,POINT (-86.4707906872461 41.61110271535491)
0,POINT (-86.20455851400082 41.54850381502733)
1,POINT (-86.06276026166009 41.623046952994194)
2,POINT (-86.4037878482449 41.4864775016539)
3,POINT (-86.23519776543145 41.549854873442534)
0,POINT (-86.36395246133112 41.676841513633)
0,POINT (-86.28379847930321 41.756344899224345)
1,POINT (-86.09895800862306 41.745398561390054)
2,POINT (-86.12126139840306 41.60967141485902)
3,POINT (-86.12038737148448 41.70960688372862)
0,POINT (-86.52048020550532 41.48391879308771)
1,POINT (-86.42359344596862 41.50392645862185)
2,POINT (-86.29749594904068 41.52296407745416)
0,POINT (-86.12908550332432 41.584385458164554)
1,POINT (-86.5096610081391 41.488380235339335)
0,POINT (-86.39251142739634 41.73960245081686)
1,POINT (-86.17097101471964 41.562574136689435)
0,POINT (-86.25183274792646 41.72344521508328)
1,POINT (-86.21409389755453 41.68221747620078)
0,POINT (-86.46235187841464 41.67795800230556)
1,POINT (-86.26857984953915 41.628592532857894)
0,POINT (-86.39039716652432 41.600419566920245)
1,POINT (-86.49530734182423 41.67991938083545)
2,POINT (-86.38864296122513 41.538377837357224)
3,POINT (-86.2260509775587 41.6173797869009)
0,POINT (-86.46787907351742 41.6794271780498)
1,POINT (-86.08880752553516 41.692945018993825)
2,POINT (-86.28855064368221 41.49275471225197)
0,POINT (-86.33629342536064 41.695650393224035)
1,POINT (-86.11758506391845 41.61920777552148)
2,POINT (-86.3949865756895 41.682473721117226)
0,POINT (-86.43984059503377 41.67942806154318)
1,POINT (-86.22627219801768 41.62895221516734)
2,POINT (-86.39470051860772 41.72632579094959)
3,POINT (-86.31644566266165 41.58003318842092)
0,POINT (-86.26272367015838 41.559158637637715)
1,POINT (-86.26200483985765 41.51159191688086)
0,POINT (-86.16538312840486 41.62346476578223)
1,POINT (-86.13978303278697 41.753879883488246)
2,POINT (-86.26207622040032 41.606396150367644)
0,POINT (-86.47150200423673 41.636652316991366)
0,POINT (-86.2311847768884 41.4889548608346)
1,POINT (-86.37689400991951 41.6768263650774)
2,POINT (-86.24649673151868 41.57399414881925)
0,POINT (-86.3794945312906 41.66525710445559)
1,POINT (-86.44468105235188 41.68776451577335)
2,POINT (-86.09172832034773 41.652952836607916)
3,POINT (-86.11013809461075 41.565063841467285)
0,POINT (-86.28196978951667 41.606662493471624)
1,POINT (-86.30136542328633 41.701452063359106)
2,POINT (-86.23230367651061 41.68427049937275)
0,POINT (-86.33435345551317 41.66761169081061)
1,POINT (-86.12009056619367 41.68717830441117)
2,POINT (-86.42932684817944 41.541368843624824)
0,POINT (-86.26925769326786 41.55657089219257)
1,POINT (-86.1008870582251 41.636721009267795)
0,POINT (-86.22402644631885 41.539533142466006)
1,POINT (-86.28799351546203 41.650176751436)
2,POINT (-86.16332318688372 41.53449912977503)
3,POINT (-86.42723894541845 41.684491313487015)
0,POINT (-86.44203679923457 41.47756396936675)
1,POINT (-86.26326170687706 41.551866297739586)
2,POINT (-86.23251368553714 41.56619241296072)
0,POINT (-86.2417537050234 41.686895038636955)
1,POINT (-86.08628033570437 41.57127876272925)
2,POINT (-86.37981372230303 41.732796612819385)
3,POINT (-86.270613691165 41.522755580788115)
0,POINT (-86.38876779140266 41.661579984011055)
1,POINT (-86.06540465454458 41.73194263021226)
0,POINT (-86.2840851129556 41.61509447162866)
1,POINT (-86.5224777632482 41.66091345543667)
0,POINT (-86.08495741023498 41.54344262296857)
1,POINT (-86.35532067124012 41.59958391197329)
2,POINT (-86.17394302419228 41.501303303619736)
3,POINT (-86.20439847105459 41.65298167378348)
0,POINT (-86.13374539487556 41.54240691997049)
1,POINT (-86.09037432237034 41.63490145396801)
2,POINT (-86.08327682196301 41.49418046031664)
3,POINT (-86.23133964611608 41.512911479377046)
0,POINT (-86.23372567000479 41.67348650849513)
1,POINT (-86.28364254649358 41.52635324297123)
2,POINT (-86.4205764240539 41.48191428299266)
3,POINT (-86.25503740930954 41.59073964197982)
0,POINT (-86.16743288719792 41.72169017229557)
0,POINT (-86.43788075916339 41.67810907500336)
1,POINT (-86.11731433424124 41.507501232151974)
0,POINT (-86.39126056853921 41.506710981994196)
1,POINT (-86.3797365777197 41.498434363716804)
2,POINT (-86.48354865975986 41.46898068294901)
0,POINT (-86.35431247538091 41.740000512800066)
1,POINT (-86.15284843600145 41.57693506518101)
0,POINT (-86.28230340018852 41.482539651781046)
1,POINT (-86.26016213880621 41.54541429284066)
2,POINT (-86.42592354353557 41.488633257256545)
0,POINT (-86.2704310959597 41.659932681154594)
1,POINT (-86.14281596311916 41.514657330533545)
0,POINT (-86.39344897927867 41.65501023021217)
1,POINT (-86.18716104372419 41.664126572424124)
0,POINT (-86.2300606279799 41.567453162748656)
1,POINT (-86.51044745292718 41.71749283181614)
2,POINT (-86.3536620693164 41.648095588911005)
0,POINT (-86.18188689540082 41.50777805381887)
1,POINT (-86.11753402697484 41.55606349185872)
2,POINT (-86.319280540183 41.719406760345635)
0,POINT (-86.12573610698414 41.68827461482323)
1,POINT (-86.1524131651521 41.55076573209602)
0,POINT (-86.26295052385315 41.66196911106397)
1,POINT (-86.21865683078167 41.539596513884995)
0,POINT (-86.25794102571376 41.63432511208812)
1,POINT (-86.15784758061655 41.73205059430921)
0,POINT (-86.09982405112757 41.60909459626013)
1,POINT (-86.16553992558792 41.49851311645875)
2,POINT (-86.20176629353352 41.519975412653345)
0,POINT (-86.40121223597754 41.601088764315406)
0,POINT (-86.33728944977543 41.74027343518332)
1,POINT (-86.2885089600475 41.677946862197935)
2,POINT (-86.38635094379008 41.72892423818828)
3,POINT (-86.20687931604645 41.69113137024107)
0,POINT (-86.33719225473945 41.71289803656805)
1,POINT (-86.10438209443552 41.59959378204888)
2,POINT (-86.09511905045866 41.618027327791864)
0,POINT (-86.48327019619812 41.487899130941386)
1,POINT (-86.31626748667429 41.57528164180477)
0,POINT (-86.1120990167958 41.551303088749755)
0,POINT (-86.24970552343959 41.57512751271057)
0,POINT (-86.17484887034395 41.52392757807806)
0,POINT (-86.0842603475689 41.58164901008705)
1,POINT (-86.39648947464735 41.56498986481618)
2,POINT (-86.4458485170818 41.6179490253193)
3,POINT (-86.27347866973034 41.56047696973584)
0,POINT (-86.13022660495761 41.524722845360294)
1,POINT (-86.25845710512591 41.66490742970731)
0,POINT (-86.20922594347913 41.66729624635034)
1,POINT (-86.4841116923415 41.45399693389272)
2,POINT (-86.24107517576394 41.62529517042352)
0,POINT (-86.09686220275455 41.567500351293646)
1,POINT (-86.07959205385765 41.647154364535005)
0,POINT (-86.33844274614412 41.531808829272045)
1,POINT (-86.12067165153474 41.62236840290666)
2,POINT (-86.1501591421693 41.530255803548556)
3,POINT (-86.47406470023317 41.75855455542469)
0,POINT (-86.30383215778707 41.55137574106528)
1,POINT (-86.21981203581988 41.48390200518705)
0,POINT (-86.18480266706187 41.73638649271414)
0,POINT (-86.1390810207008 41.73406245856917)
1,POINT (-86.09418696546591 41.51069060421404)
2,POINT (-86.3639809468645 41.54813491225399)
